Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
SUV,54000,1,Kia,Kia Seltos,2019,1250000,Petrol,Zero Dep,Manual,16.8,1497,113.43,Orange,5,Bangalore
Sedan,69798,2,Hyundai,Hyundai Xcent,2014,475000,Petrol,Comprehensive,Manual,19.1,1197,82.0,Silver,5,Bangalore
Hatchback,69000,2,Hyundai,Hyundai i10,2010,310000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Red,5,Bangalore
SUV,49001,1,Jeep,Jeep Compass,2020,2395000,Diesel,Third Party insurance,Automatic,17.1,1956,173.0,White,5,Bangalore
Sedan,57527,2,Hyundai,Hyundai Verna,2017,1085000,Diesel,Comprehensive,Automatic,22.0,1582,126.2,Fiery Red,5,Bangalore
Hatchback,57367,1,Fiat,Fiat Punto EVO,2015,475000,Diesel,Comprehensive,Manual,20.5,1248,91.7,T Wine,5,Bangalore
Hatchback,50936,2,Maruti,Maruti Wagon R,2015,405999,Petrol,Comprehensive,Manual,20.51,998,67.04,White,5,Bangalore
Hatchback,23237,1,Hyundai,Hyundai i20,2022,1084000,Diesel,Third Party insurance,Manual,25.0,1493,98.63,White,5,Bangalore
Hatchback,66596,1,Maruti,Maruti Celerio,2016,445000,Petrol,Zero Dep,Automatic,23.1,998,67.04,Others,5,Bangalore
SUV,36613,1,Mahindra,Mahindra XUV500,2016,1382000,Diesel,Comprehensive,Manual,16.0,2179,140.0,Silver,7,Bangalore
Sedan,74104,1,Maruti,Maruti Swift Dzire,2015,601000,Petrol,Comprehensive,Manual,20.85,1197,83.14,White,5,Bangalore
Hatchback,6777,1,Hyundai,Hyundai Santro,2022,594000,Petrol,Comprehensive,Manual,20.3,1086,68.05,White,5,Bangalore
SUV,14560,1,Ford,Ford Ecosport,2020,960000,Petrol,Comprehensive,Manual,15.9,1496,120.69,White,5,Bangalore
Hatchback,27000,1,Maruti,Maruti S-Presso,2021,575000,Petrol,Comprehensive,Automatic,21.7,998,67.05,White,5,Bangalore
Sedan,90333,2,Honda,Honda City,2015,729000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,Silver,5,Bangalore
SUV,50114,1,Mini,Mini Cooper Countryman,2019,3575000,Petrol,Third Party insurance,Automatic,16.6,1998,189.08,Blue,5,Bangalore
SUV,69301,1,Maruti,Maruti Vitara Brezza,2017,961999,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Silver,5,Bangalore
Hatchback,71306,1,Renault,Renault KWID,2021,450000,Petrol,Comprehensive,Manual,21.74,999,67.0,Blue,5,Bangalore
Hatchback,35135,1,Maruti,Maruti Baleno,2019,849000,Petrol,Comprehensive,Automatic,19.56,1197,81.8,Prime Star Gaze,5,Bangalore
Hatchback,40561,1,Maruti,Maruti Ritz,2016,535000,Diesel,Comprehensive,Manual,23.2,1248,73.94,White,5,Bangalore
Hatchback,90000,1,Hyundai,Hyundai i20,2012,434999,Petrol,Third Party insurance,Manual,17.0,1197,80.0,Brown,5,Bangalore
Hatchback,60000,2,Honda,Honda Jazz,2017,685000,Petrol,Comprehensive,Automatic,19.0,1199,88.7,Grey,5,Bangalore
SUV,30000,1,BMW,BMW X3,2019,5750000,Diesel,Third Party,Automatic,16.55,1995,187.7,White,5,Bangalore
SUV,60000,2,Renault,Renault Duster,2016,730000,Diesel,Comprehensive,Manual,19.87,1461,83.8,Brown,5,Bangalore
SUV,102000,1,Mahindra,Mahindra XUV500,2015,1145000,Diesel,Third Party insurance,Manual,16.0,2179,140.0,White,7,Bangalore
Hatchback,41659,2,Maruti,Maruti Wagon R,2015,409999,Petrol,Third Party insurance,Manual,18.9,998,67.1,Red,5,Bangalore
Sedan,85300,2,Audi,Audi A4,2009,1075000,Petrol,Third Party insurance,Automatic,12.3,1781,163.2,White,5,Bangalore
Sedan,32483,2,Hyundai,Hyundai Verna,2017,849000,Petrol,Comprehensive,Automatic,17.01,1591,121.3,Red,5,Bangalore
Hatchback,34376,1,Hyundai,Hyundai i20,2018,749000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Blue,5,Bangalore
SUV,36540,1,Hyundai,Hyundai Creta,2017,872000,Petrol,Third Party insurance,Manual,15.29,1591,121.3,Silver,5,Bangalore
Hatchback,148625,2,Hyundai,Hyundai i20,2011,306000,Petrol,Third Party insurance,Manual,17.0,1197,80.0,Silver,5,Bangalore
Sedan,81000,4,Audi,Audi A6,2013,994999,Diesel,Comprehensive,Automatic,14.57,2967,241.38,Grey,5,Bangalore
Hatchback,5609,2,Hyundai,Hyundai i10,2013,348000,Petrol,Third Party,Manual,19.81,1086,68.05,White,5,Bangalore
Sedan,37000,1,Audi,Audi A3,2019,2425000,Petrol,Third Party insurance,Automatic,19.2,1395,150.0,Blue,5,Bangalore
SUV,6000,1,Hyundai,Hyundai Alcazar,2021,1725000,Petrol,Third Party insurance,Manual,14.5,1999,156.9,Silver,6,Bangalore
Sedan,61000,1,Renault,Renault Fluence,2013,500000,Diesel,Comprehensive,Manual,21.8,1461,78.0,Silver,5,Bangalore
Hatchback,30285,2,Renault,Renault KWID,2018,417000,Petrol,Comprehensive,Automatic,24.04,999,67.0,Silver,5,Bangalore
Sedan,80153,2,Volkswagen,Volkswagen Vento,2011,399000,Diesel,Comprehensive,Manual,20.54,1598,103.6,White,5,Bangalore
Hatchback,49641,1,Hyundai,Hyundai Grand i10,2016,541000,Petrol,Comprehensive,Automatic,18.9,1197,82.0,Others,5,Bangalore
Hatchback,83075,2,Maruti,Maruti Baleno,2016,568000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Silver,5,Bangalore
Hatchback,45677,1,Maruti,Maruti Baleno,2018,730000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Red,5,Bangalore
Hatchback,81849,1,Maruti,Maruti Celerio,2017,446000,Petrol,Third Party insurance,Manual,23.1,998,67.04,White,5,Bangalore
Hatchback,67791,2,Maruti,Maruti Swift,2015,638000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Silver,5,Bangalore
SUV,38100,1,Volvo,Volvo XC40,2018,3750000,Diesel,Third Party,Automatic,18.0,1969,190.0,Red,5,Bangalore
Hatchback,65015,1,Hyundai,Hyundai i20,2018,694000,Petrol,Comprehensive,Manual,18.6,1197,81.83,Others,5,Bangalore
SUV,47000,2,Mercedes-Benz,Mercedes-Benz GLC,2018,4700000,Diesel,Not Available,Automatic,17.9,2143,170.0,Blue,5,Bangalore
Hatchback,62029,1,Maruti,Maruti Swift,2014,493000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,White,5,Bangalore
Hatchback,94926,1,Maruti,Maruti Swift,2017,637000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Silver,5,Bangalore
Hatchback,119487,1,Hyundai,Hyundai i20,2012,365000,Petrol,Third Party insurance,Manual,17.0,1197,80.0,Grey,5,Bangalore
SUV,126000,1,Mahindra,Mahindra Bolero,2019,825000,Diesel,Comprehensive,Manual,15.96,2523,62.1,White,7,Bangalore
Sedan,70332,1,Volkswagen,Volkswagen Ameo,2017,645000,Diesel,Comprehensive,Manual,21.66,1498,108.62,Grey,5,Bangalore
Hatchback,37950,1,Maruti,Maruti Ignis,2017,585000,Petrol,Third Party insurance,Manual,20.89,1197,81.8,Grey,5,Bangalore
Hatchback,38100,1,Hyundai,Hyundai i20,2019,835000,Petrol,Comprehensive,Manual,18.6,1197,81.86,Silver,5,Bangalore
SUV,156039,2,Toyota,Toyota Fortuner,2012,1648999,Diesel,Comprehensive,Manual,12.55,2982,168.5,Blue,7,Bangalore
Sedan,56000,2,Maruti,Maruti SX4,2008,330000,Petrol,Comprehensive,Manual,15.0,1586,104.68,Red,5,Bangalore
Hatchback,42000,2,Honda,Honda Brio,2014,425000,Petrol,,Manual,19.4,1198,86.8,White,5,Bangalore
Hatchback,93003,1,Hyundai,Hyundai i20,2018,750000,Diesel,,Manual,22.54,1396,88.73,Red,5,Bangalore
Hatchback,36000,2,Hyundai,Hyundai Grand i10,2017,675000,Petrol,,Automatic,18.9,1197,82.0,White,5,Bangalore
SUV,20000,1,Kia,Kia Sonet,2022,1150000,Petrol,Third Party insurance,Automatic,,998,118.36,Black,5,Chennai
Minivans,20687,1,Maruti,Maruti Eeco,2015,415000,Petrol,Comprehensive,Manual,15.37,1196,73.0,Grey,7,Chennai
SUV,30000,1,Nissan,Nissan Magnite,2021,750000,Petrol,Third Party insurance,Manual,20.0,999,98.63,Others,5,Chennai
Hatchback,59247,1,Hyundai,Hyundai i10,2015,398000,Petrol,Comprehensive,Manual,19.81,1086,68.05,Silver,5,Chennai
Hatchback,50000,1,Honda,Honda Jazz,2015,550000,Petrol,Third Party insurance,Manual,18.7,1199,88.7,Others,5,Chennai
Sedan,20000,1,Mercedes-Benz,Mercedes-Benz E-Class,2016,3300000,Diesel,Comprehensive,Automatic,13.0,2143,204.0,White,5,Chennai
Hatchback,29403,1,Maruti,Maruti Celerio,2016,453000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Blue,5,Chennai
Hatchback,42700,1,Maruti,Maruti A-Star,2010,285000,Petrol,Comprehensive,Manual,19.0,998,66.1,Grey,5,Chennai
SUV,23001,1,BMW,BMW X3,2018,5000000,Diesel,Comprehensive,Automatic,16.55,1995,187.7,Grey,5,Chennai
SUV,25925,2,Ford,Ford Ecosport,2018,821000,Petrol,Comprehensive,Automatic,14.8,1497,121.36,Black,5,Chennai
Hatchback,20000,1,Hyundai,Hyundai i20,2021,865000,Petrol,Third Party insurance,Manual,21.0,1197,81.8,Blue,5,Chennai
Hatchback,17711,1,Honda,Honda Jazz,2019,792000,Petrol,Comprehensive,Automatic,18.2,1199,88.7,Silver,5,Chennai
Sedan,50000,1,BMW,BMW 3 Series,2020,4050000,Diesel,Comprehensive,Automatic,20.37,1995,187.74,White,5,Chennai
Hatchback,50000,1,Maruti,Maruti Swift,2018,610000,Petrol,Third Party insurance,Manual,22.0,1197,81.8,Others,5,Chennai
Hatchback,51125,2,Hyundai,Hyundai Grand i10,2018,511000,Petrol,Comprehensive,Manual,18.9,1197,81.86,White,5,Chennai
SUV,69233,1,Tata,Tata Nexon,2019,710000,Diesel,Comprehensive,Manual,21.5,1497,108.5,Orange,5,Chennai
SUV,65000,1,Jeep,Jeep Compass,2017,1225000,Diesel,Comprehensive,Manual,17.1,1956,167.67,White,5,Chennai
Sedan,93281,1,Honda,Honda City,2014,570000,Petrol,Comprehensive,Manual,17.4,1497,117.3,Brown,5,Chennai
SUV,18000,1,Toyota,Toyota Fortuner,2022,3900000,Diesel,Comprehensive,Manual,17.4,2755,201.15,White,7,Chennai
Sedan,99225,2,Honda,Honda Amaze,2014,375000,Petrol,Comprehensive,Manual,18.0,1198,86.7,White,5,Chennai
Hatchback,30000,1,Hyundai,Hyundai EON,2016,275000,Petrol,Third Party insurance,Manual,20.3,998,68.05,Others,5,Chennai
Sedan,30602,1,Honda,Honda Amaze,2014,429000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Silver,5,Chennai
Hatchback,64500,1,Maruti,Maruti Swift,2018,675000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Red,5,Chennai
Sedan,46809,2,Honda,Honda City,2017,793000,Petrol,Comprehensive,Manual,17.8,1497,117.3,White,5,Chennai
SUV,20000,1,Tata,Tata Nexon EV,2020,1100000,Electric,Third Party insurance,Automatic,17.8,0,127.0,Others,5,Chennai
SUV,20000,1,Hyundai,Hyundai Creta,2019,1425000,Diesel,Comprehensive,Automatic,17.01,1582,126.2,White,5,Chennai
SUV,21725,1,Hyundai,Hyundai Venue,2020,1036000,Petrol,Third Party,Automatic,18.15,998,118.35,Red,5,Chennai
Sedan,80000,1,Honda,Honda City,2016,800000,Petrol,Third Party insurance,Manual,17.8,1497,117.3,Others,5,Chennai
Sedan,88000,2,Audi,Audi A6,2013,1400000,Petrol,Third Party insurance,Automatic,13.53,1984,177.01,Blue,5,Chennai
Sedan,30360,2,Honda,Honda City,2019,1088000,Petrol,Third Party,Automatic,17.4,1497,117.6,Black,5,Chennai
Hatchback,70000,2,Maruti,Maruti Baleno,2017,590000,Petrol,Third Party insurance,Automatic,21.4,1197,83.1,Others,5,Chennai
Hatchback,16246,1,Hyundai,Hyundai Grand i10,2016,568000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Red,5,Chennai
Hatchback,55000,2,Maruti,Maruti Celerio,2017,400000,Petrol,Comprehensive,Automatic,23.1,998,67.04,White,5,Chennai
MUV,13000,1,Toyota,Toyota Innova Crysta,2022,2790000,Petrol,Comprehensive,Automatic,8.0,2694,163.6,White,7,Chennai
Hatchback,71638,2,Maruti,Maruti Celerio,2016,422000,Petrol,Third Party,Automatic,23.1,998,67.04,Red,5,Chennai
Sedan,46105,1,Honda,Honda Amaze,2015,450000,Petrol,Comprehensive,Manual,18.0,1198,86.7,White,5,Chennai
SUV,60000,1,Honda,Honda WR-V,2017,650000,Petrol,Third Party insurance,Manual,17.5,1199,88.7,Others,5,Chennai
Hatchback,80000,1,Honda,Honda Jazz,2017,575000,Diesel,Third Party insurance,Manual,27.3,1498,98.6,Others,5,Chennai
Hatchback,58000,1,Mercedes-Benz,Mercedes-Benz B Class,2015,1950000,Diesel,Comprehensive,Automatic,15.0,2143,107.3,Grey,5,Chennai
Sedan,70000,2,Maruti,Maruti Esteem,2008,150000,Petrol,Third Party insurance,Manual,15.9,1298,83.8372,Silver,5,Chennai
Hatchback,61764,1,Maruti,Maruti Baleno,2017,702000,Petrol,Third Party,Automatic,21.4,1197,83.1,Grey,5,Chennai
SUV,36018,2,Mahindra,Mahindra KUV 100,2016,448000,Petrol,Third Party insurance,Manual,18.15,1198,82.0,Orange,6,Chennai
SUV,150000,1,Renault,Renault Duster,2016,650000,Diesel,Third Party insurance,Automatic,19.6,1461,108.45,Others,5,Chennai
Hatchback,17197,1,Hyundai,Hyundai Grand i10 Nios,2022,801000,Petrol,Third Party,Manual,20.7,998,98.63,Black,5,Chennai
Sedan,62931,2,Honda,Honda City,2016,772000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,Brown,5,Chennai
Sedan,90000,2,Toyota,Toyota Corolla Altis,2013,500000,Petrol,Third Party insurance,Manual,14.53,1798,138.1,Others,5,Chennai
SUV,21023,1,Mahindra,Mahindra XUV300,2021,1103000,Petrol,Third Party,Manual,16.82,1197,108.62,Red,5,Chennai
Sedan,43000,1,Toyota,Toyota Corolla Altis,2018,1490000,Diesel,Comprehensive,Manual,21.43,1364,86.79,White,5,Chennai
Sedan,110505,1,Maruti,Maruti Swift Dzire,2017,627000,Diesel,Third Party insurance,Automatic,28.4,1248,74.02,Silver,5,Chennai
Sedan,78892,1,Hyundai,Hyundai Verna,2018,835000,Petrol,Third Party insurance,Manual,17.0,1591,121.3,Silver,5,Chennai
Sedan,59000,1,Audi,Audi A6,2015,2089999,Diesel,Third Party insurance,Automatic,18.53,1968,187.74,White,5,Chennai
Sedan,90058,1,Chevrolet,Chevrolet Sail,2014,350000,Petrol,Comprehensive,Manual,18.2,1199,82.4,White,5,Chennai
SUV,69000,1,Audi,Audi Q5,2015,2100000,Diesel,Third Party insurance,Automatic,13.22,2967,241.4,White,5,Chennai
SUV,67000,1,Honda,Honda WR-V,2019,925000,Diesel,Comprehensive,Manual,25.5,1498,98.6,Red,5,Chennai
Sedan,80000,1,Maruti,Maruti Ciaz,2017,850000,Diesel,Third Party insurance,Manual,28.09,1248,88.5,Others,5,Chennai
Sedan,80000,1,Maruti,Maruti Ciaz,2017,850000,Diesel,Third Party insurance,Manual,28.09,1248,88.5,Others,5,Chennai
SUV,57000,1,Audi,Audi Q7,2020,6600000,Diesel,Comprehensive,Automatic,14.75,2967,245.0,White,7,Chennai
MUV,800000,1,Toyota,Toyota Innova Crysta,2018,2150000,Diesel,Comprehensive,Manual,13.68,2393,147.8,Black,8,Chennai
Sedan,5500000,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,3600000,Diesel,Comprehensive,Automatic,19.27,2143,167.62,Blue,5,Chennai
Sedan,27000,1,BMW,BMW 7 Series,2017,6800000,Diesel,Comprehensive,Automatic,16.46,2993,258.0,White,5,Chennai
SUV,38334,1,Tata,Tata Nexon,2018,707000,Petrol,Comprehensive,Manual,17.0,1198,108.5,Silver,5,Chennai
Hatchback,36992,1,Volkswagen,Volkswagen Polo,2019,680000,Petrol,Third Party insurance,Manual,17.74,999,75.1,Red,5,Chennai
SUV,50000,2,BMW,BMW X3,2016,3750000,Diesel,Comprehensive,Automatic,16.55,2993,258.0,Red,5,Chennai
SUV,34596,1,Tata,Tata New Safari,2021,2039000,Diesel,Comprehensive,Automatic,14.08,1956,167.67,Silver,6,Chennai
Hatchback,84564,1,Datsun,Datsun GO,2019,401000,Petrol,Third Party,Manual,19.02,1198,67.05,White,5,Chennai
Sedan,60001,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,2150000,Diesel,Comprehensive,Automatic,13.0,2143,204.0,Silver,5,Chennai
Hatchback,23462,1,Hyundai,Hyundai Santro,2018,505000,Petrol,Zero Dep,Manual,20.3,1086,68.0,White,5,Chennai
SUV,13000,1,Volkswagen,Volkswagen Taigun,2022,1599000,Petrol,Third Party insurance,Automatic,18.41,999,113.98,Red,5,Chennai
Sedan,54658,1,Honda,Honda Amaze,2019,830000,Diesel,Comprehensive,Automatic,23.8,1498,78.9,Red,5,Chennai
SUV,34164,1,Mahindra,Mahindra XUV300,2020,1036000,Petrol,Third Party,Manual,16.82,1197,108.62,Green,5,Chennai
SUV,10000,1,Kia,Kia Seltos,2022,1595000,Petrol,Third Party insurance,Manual,16.8,1497,113.43,Gray,5,Chennai
Hatchback,70000,3,Fiat,Fiat Punto,2010,100000,Petrol,Third Party insurance,Manual,14.6,1368,88.7,Red,5,Chennai
SUV,37000,1,Hyundai,Hyundai Venue,2020,825000,Petrol,Third Party insurance,Manual,17.52,1197,81.86,Blue,5,Chennai
SUV,20000,1,Mahindra,Mahindra XUV700,2022,2900000,Diesel,Comprehensive,Automatic,17.52,2198,182.38,Silver,7,Chennai
Hatchback,53967,1,Maruti,Maruti Baleno,2016,550000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5,Chennai
Hatchback,52700,1,Hyundai,Hyundai i10,2011,299000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Red,5,Chennai
SUV,60000,1,Tata,Tata Nexon,2018,750000,Petrol,Third Party insurance,Automatic,17.0,1198,108.5,Others,5,Chennai
Hatchback,53967,1,Maruti,Maruti Baleno,2016,550000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5,Chennai
Sedan,99225,2,Honda,Honda Amaze,2014,375000,Petrol,Comprehensive,Manual,18.6,1199,88.76,TAFETA WHITE,5,Chennai
Sedan,60000,2,Fiat,Fiat Linea,2011,265000,Petrol,Third Party insurance,Manual,16.0,1368,88.7688,Silver,5,Chennai
Hatchback,48220,1,Honda,Honda Jazz,2020,808000,Petrol,Third Party,Automatic,17.1,1199,88.5,Red,5,Chennai
Hatchback,72024,1,Honda,Honda Jazz,2016,542000,Petrol,Third Party insurance,Manual,18.7,1199,88.7,Red,5,Chennai
Sedan,80000,1,Honda,Honda Amaze,2016,529000,Petrol,Third Party insurance,Automatic,15.5,1198,86.7,Others,5,Chennai
Hatchback,78735,1,Volkswagen,Volkswagen Polo,2017,684000,Petrol,Third Party,Manual,16.2,1199,74.0,Black,5,Chennai
SUV,72955,2,Ford,Ford Ecosport,2018,813000,Diesel,Zero Dep,Manual,23.0,1498,98.96,Red,5,Chennai
Sedan,40000,1,Maruti,Maruti Ciaz,2015,650000,Petrol,Third Party insurance,Automatic,19.12,1373,91.1,Others,5,Chennai
SUV,14037,1,Jeep,Jeep Compass,2021,1802000,Petrol,Comprehensive,Manual,14.3,1368,160.77,Grey,5,Chennai
Hatchback,29000,1,Hyundai,Hyundai i20,2019,745000,Petrol,Comprehensive,Manual,18.6,1197,81.86,Silver,5,Chennai
Hatchback,69864,1,Maruti,Maruti Baleno,2017,619000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Silver,5,Chennai
Sedan,35739,1,Hyundai,Hyundai Xcent,2019,650000,Petrol,Third Party insurance,Manual,20.14,1197,81.86,Silver,5,Chennai
Hatchback,120000,2,Honda,Honda Jazz,2016,500000,Petrol,Third Party insurance,Automatic,19.0,1199,88.7,Others,5,Chennai
MUV,18000,1,Maruti,Maruti Ertiga,2019,1145000,Diesel,Comprehensive,Manual,24.52,1248,88.5,Silver,7,Chennai
SUV,21000,1,Tata,Tata Harrier,2019,1600000,Diesel,Comprehensive,Manual,16.35,1956,167.67,Orange,5,Chennai
Hatchback,70404,1,Maruti,Maruti Baleno,2016,540000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Grey,5,Chennai
Sedan,63000,1,Volkswagen,Volkswagen Vento,2015,675000,Petrol,Comprehensive,Manual,16.09,1598,103.2,Black,5,Chennai
Sedan,88000,2,Volkswagen,Volkswagen Ameo,2017,509999,Petrol,Third Party insurance,Manual,17.0,1198,73.75,White,5,Chennai
Sedan,65000,1,Honda,Honda City,2017,830000,Petrol,Comprehensive,Manual,17.4,1497,117.6,Silver,5,Chennai
SUV,30000,2,Land Rover,Land Rover Discovery Sport,2017,3900000,Diesel,Third Party insurance,Automatic,12.51,2179,187.7,Red,7,Chennai
Sedan,71423,1,Honda,Honda City,2012,509999,Petrol,Comprehensive,Automatic,15.6,1497,116.3,Golden,5,Chennai
MUV,80000,1,Maruti,Maruti XL6,2019,1200000,Petrol,Third Party insurance,Automatic,17.99,1462,103.2,Others,6,Chennai
Sedan,85759,1,Honda,Honda City,2017,766000,Petrol,Third Party,Manual,17.8,1497,117.3,Brown,5,Chennai
Hatchback,24422,1,Hyundai,Hyundai Santro,2019,449000,Petrol,Zero Dep,Manual,20.3,1086,68.0,Silver,5,Chennai
Sedan,90000,4,Hyundai,Hyundai Verna,2017,750000,Petrol,Third Party insurance,Manual,17.0,1591,121.3,White,5,Chennai
Hatchback,67091,2,Honda,Honda Brio,2012,317000,Petrol,Third Party,Manual,19.4,1198,86.8,Red,5,Chennai
SUV,72787,1,MG,MG Hector,2020,1560000,Petrol,Third Party,Manual,15.81,1451,141.0,Maroon,5,Chennai
SUV,120000,2,Ford,Ford Endeavour,2017,1900000,Diesel,Third Party insurance,Manual,13.5,2198,157.7,Others,7,Chennai
Hatchback,90142,1,Hyundai,Hyundai Grand i10,2017,522000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Red,5,Chennai
Hatchback,150000,1,Hyundai,Hyundai i20,2015,500000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Others,5,Chennai
Hatchback,33256,1,Ford,Ford Freestyle,2018,627000,Petrol,Comprehensive,Manual,19.0,1194,94.68,Red,5,Chennai
Hatchback,70027,1,Maruti,Maruti Baleno,2018,687000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Silver,5,Chennai
Sedan,120000,3,Hyundai,Hyundai Sonata,2007,204999,Diesel,Third Party insurance,Manual,13.6,1991,140.05744,White,5,Chennai
Hatchback,60000,2,Volkswagen,Volkswagen Polo,2015,525000,Petrol,Third Party insurance,Manual,16.2,1199,74.0,Others,5,Chennai
Hatchback,73686,1,Maruti,Maruti Swift,2017,620000,Diesel,Third Party insurance,Manual,25.2,1248,74.0,Grey,5,Chennai
SUV,44000,2,Mahindra,Mahindra TUV 300,2018,825000,Diesel,Comprehensive,Manual,18.49,1493,100.0,Red,7,Chennai
Hatchback,75581,1,Maruti,Maruti Swift,2015,530000,Petrol,Comprehensive,Manual,21.21,1197,81.8,White,5,Chennai
SUV,58000,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,3600000,Diesel,Comprehensive,Automatic,15.26,2143,203.2,Blue,5,Chennai
Sedan,50000,2,Audi,Audi A3,2015,1950000,Diesel,Comprehensive,Automatic,20.38,1968,143.0,P Black,5,Chennai
SUV,100000,1,Mahindra,Mahindra TUV 300,2015,650000,Diesel,Third Party insurance,Manual,18.49,1493,100.0,Others,7,Chennai
Sedan,108902,1,Maruti,Maruti Ciaz,2017,650000,Diesel,Third Party insurance,Manual,28.09,1248,88.5,White,5,Chennai
Sedan,100425,1,Volkswagen,Volkswagen Ameo,2016,570000,Diesel,Comprehensive,Manual,21.66,1498,108.62,Silver,5,Chennai
Sedan,70887,2,Hyundai,Hyundai Xcent,2016,458000,Petrol,Third Party,Manual,19.1,1197,82.0,Silver,5,Chennai
Sedan,114981,2,Honda,Honda City,2016,577000,Petrol,Comprehensive,Manual,17.8,1497,117.3,Silver,5,Chennai
SUV,45000,1,Honda,Honda WR-V,2018,900000,Petrol,Comprehensive,Manual,17.5,1199,88.7,White,5,Chennai
Hatchback,45416,1,Hyundai,Hyundai Grand i10 Nios,2021,649000,Petrol,Comprehensive,Manual,20.7,1197,81.86,White,5,Chennai
Hatchback,119468,1,Hyundai,Hyundai i20,2016,549000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Silver,5,Chennai
Sedan,100000,3,Volkswagen,Volkswagen Vento,2015,650000,Diesel,Third Party insurance,Automatic,21.21,1498,103.2,Others,5,Chennai
Sedan,119975,1,Maruti,Maruti Swift Dzire,2017,513999,Petrol,Third Party,Manual,22.41,1197,88.5,Red,5,Chennai
Sedan,19000,1,BMW,BMW 3 Series,2017,3900000,Petrol,Comprehensive,Automatic,15.34,1998,252.0,White,5,Chennai
Hatchback,64906,2,Hyundai,Hyundai Grand i10,2016,455999,Petrol,Comprehensive,Manual,18.9,1197,82.0,Silver,5,Chennai
Hatchback,81484,2,Maruti,Maruti Baleno,2016,501999,Petrol,Comprehensive,Manual,21.4,1197,83.1,Red,5,Chennai
Sedan,45067,1,Maruti,Maruti Swift Dzire,2018,685000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Blue,5,Chennai
Sedan,68000,1,Mercedes-Benz,Mercedes-Benz S-Class,2018,11000000,Petrol,Third Party insurance,Automatic,7.81,4663,459.0,Blue,4,Chennai
Hatchback,65768,1,Honda,Honda Jazz,2016,580000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5,Chennai
Hatchback,61000,2,Honda,Honda Jazz,2016,530000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Golden brown,5,Chennai
Sedan,50000,3,Mercedes-Benz,Mercedes-Benz S-Class,2009,1700000,Diesel,Comprehensive,Automatic,13.0,2987,207.1272,Silver,5,Chennai
Sedan,23000,1,BMW,BMW 5 Series,2018,4375000,Diesel,Comprehensive,Automatic,18.12,1995,190.0,Blue,5,Chennai
Sedan,17000,1,BMW,BMW 7 Series,2018,8200000,Diesel,Comprehensive,Automatic,16.46,2993,258.0,White,5,Chennai
